Accession,Organism_Name,Species,Isolate,Segment,Length,Nuc_Completeness,Country,Host,Collection_Date,isolate_clean,country_clean,isolate_key
KX944817,Rift Valley fever virus,Phlebovirus riftense,M37/08,S,1691,partial,South Africa,Bubalus bubalis,2008,M37/08,South Africa,South Africa | M37/08
KX944864,Rift Valley fever virus,Phlebovirus riftense,M39/08,L,6404,partial,South Africa,Bubalus bubalis,2008,M39/08,South Africa,South Africa | M39/08
KX944841,Rift Valley fever virus,Phlebovirus riftense,M39/08,M,3885,partial,South Africa,Bubalus bubalis,2008,M39/08,South Africa,South Africa | M39/08
KX944818,Rift Valley fever virus,Phlebovirus riftense,M39/08,S,1691,partial,South Africa,Bubalus bubalis,2008,M39/08,South Africa,South Africa | M39/08
KX944865,Rift Valley fever virus,Phlebovirus riftense,M47/08,L,6404,partial,South Africa,Bos taurus,2008,M47/08,South Africa,South Africa | M47/08
KX944842,Rift Valley fever virus,Phlebovirus riftense,M47/08,M,3885,partial,South Africa,Bos taurus,2008,M47/08,South Africa,South Africa | M47/08
KX944819,Rift Valley fever virus,Phlebovirus riftense,M47/08,S,1691,partial,South Africa,Bos taurus,2008,M47/08,South Africa,South Africa | M47/08
KX944867,Rift Valley fever virus,Phlebovirus riftense,M57/74,L,6280,partial,South Africa,unidentified,1974,M57/74,South Africa,South Africa | M57/74
KX944844,Rift Valley fever virus,Phlebovirus riftense,M57/74,M,3867,partial,South Africa,unidentified,1974,M57/74,South Africa,South Africa | M57/74
KX944821,Rift Valley fever virus,Phlebovirus riftense,M57/74,S,1654,partial,South Africa,unidentified,1974,M57/74,South Africa,South Africa | M57/74
KX944868,Rift Valley fever virus,Phlebovirus riftense,M66/09,L,6333,partial,South Africa,Bos taurus,2009,M66/09,South Africa,South Africa | M66/09
KX944845,Rift Valley fever virus,Phlebovirus riftense,M66/09,M,3877,partial,South Africa,Bos taurus,2009,M66/09,South Africa,South Africa | M66/09
KX944822,Rift Valley fever virus,Phlebovirus riftense,M66/09,S,1689,partial,South Africa,Bos taurus,2009,M66/09,South Africa,South Africa | M66/09
KX944869,Rift Valley fever virus,Phlebovirus riftense,M80/08/2,L,6392,partial,South Africa,Bos taurus,2008,M80/08/2,South Africa,South Africa | M80/08/2
KX944846,Rift Valley fever virus,Phlebovirus riftense,M80/08/2,M,3879,partial,South Africa,Bos taurus,2008,M80/08/2,South Africa,South Africa | M80/08/2
KX944823,Rift Valley fever virus,Phlebovirus riftense,M80/08/2,S,1645,partial,South Africa,Bos taurus,2008,M80/08/2,South Africa,South Africa | M80/08/2
KX944870,Rift Valley fever virus,Phlebovirus riftense,M84/08,L,6360,partial,South Africa,Bos taurus,2008,M84/08,South Africa,South Africa | M84/08
KX944847,Rift Valley fever virus,Phlebovirus riftense,M84/08,M,3876,partial,South Africa,Bos taurus,2008,M84/08,South Africa,South Africa | M84/08
KX944824,Rift Valley fever virus,Phlebovirus riftense,M84/08,S,1638,partial,South Africa,Bos taurus,2008,M84/08,South Africa,South Africa | M84/08
KX944871,Rift Valley fever virus,Phlebovirus riftense,M85/08,L,6397,partial,South Africa,Bos taurus,2008,M85/08,South Africa,South Africa | M85/08
KX944848,Rift Valley fever virus,Phlebovirus riftense,M85/08,M,3885,partial,South Africa,Bos taurus,2008,M85/08,South Africa,South Africa | M85/08
KX944825,Rift Valley fever virus,Phlebovirus riftense,M85/08,S,1691,partial,South Africa,Bos taurus,2008,M85/08,South Africa,South Africa | M85/08
MW183126,Rift Valley fever virus,Phlebovirus riftense,Ndumo_2017,L,3562,partial,South Africa,Aedes durbanensis,2017,Ndumo_2017,South Africa,South Africa | Ndumo_2017
EF530207,Rift Valley fever virus,Phlebovirus riftense,OV 35/74,S,738,partial,South Africa,NA,NA,OV 35/74,South Africa,South Africa | OV 35/74
OP146110,Rift Valley fever virus,Phlebovirus riftense,RSA/OBP/RVFV/Inactivated,L,6404,complete,South Africa,NA,1974,RSA/OBP/RVFV/Inactivated,South Africa,South Africa | RSA/OBP/RVFV/Inactivated
OP146111,Rift Valley fever virus,Phlebovirus riftense,RSA/OBP/RVFV/Inactivated,M,3885,complete,South Africa,NA,1974,RSA/OBP/RVFV/Inactivated,South Africa,South Africa | RSA/OBP/RVFV/Inactivated
OP146112,Rift Valley fever virus,Phlebovirus riftense,RSA/OBP/RVFV/Inactivated,S,1691,complete,South Africa,NA,1974,RSA/OBP/RVFV/Inactivated,South Africa,South Africa | RSA/OBP/RVFV/Inactivated
MW316057,Rift Valley fever virus,Phlebovirus riftense,RV2652,L,314,partial,South Africa,NA,2018,RV2652,South Africa,South Africa | RV2652
MW316059,Rift Valley fever virus,Phlebovirus riftense,RV2652,M,498,partial,South Africa,NA,2018,RV2652,South Africa,South Africa | RV2652
MW316061,Rift Valley fever virus,Phlebovirus riftense,RV2652,S,221,partial,South Africa,NA,2018,RV2652,South Africa,South Africa | RV2652
MW316058,Rift Valley fever virus,Phlebovirus riftense,RV2655,L,314,partial,South Africa,NA,2018,RV2655,South Africa,South Africa | RV2655
MW316060,Rift Valley fever virus,Phlebovirus riftense,RV2655,M,498,partial,South Africa,NA,2018,RV2655,South Africa,South Africa | RV2655
MW316062,Rift Valley fever virus,Phlebovirus riftense,RV2655,S,221,partial,South Africa,NA,2018,RV2655,South Africa,South Africa | RV2655
MG659832,Rift Valley fever virus,Phlebovirus riftense,SA103/10,L,6404,complete,South Africa,Homo sapiens,2010,SA103/10,South Africa,South Africa | SA103/10
MG659746,Rift Valley fever virus,Phlebovirus riftense,SA103/10,M,3885,complete,South Africa,Homo sapiens,2010,SA103/10,South Africa,South Africa | SA103/10
MG659918,Rift Valley fever virus,Phlebovirus riftense,SA103/10,S,1690,complete,South Africa,Homo sapiens,2010,SA103/10,South Africa,South Africa | SA103/10
MG659833,Rift Valley fever virus,Phlebovirus riftense,SA106/10,L,6404,complete,South Africa,Homo sapiens,2010,SA106/10,South Africa,South Africa | SA106/10
MG659747,Rift Valley fever virus,Phlebovirus riftense,SA106/10,M,3885,complete,South Africa,Homo sapiens,2010,SA106/10,South Africa,South Africa | SA106/10
MG659919,Rift Valley fever virus,Phlebovirus riftense,SA106/10,S,1690,complete,South Africa,Homo sapiens,2010,SA106/10,South Africa,South Africa | SA106/10
MG659873,Rift Valley fever virus,Phlebovirus riftense,SA1061/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1061/10,South Africa,South Africa | SA1061/10
MG659787,Rift Valley fever virus,Phlebovirus riftense,SA1061/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1061/10,South Africa,South Africa | SA1061/10
MG659959,Rift Valley fever virus,Phlebovirus riftense,SA1061/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1061/10,South Africa,South Africa | SA1061/10
MG659874,Rift Valley fever virus,Phlebovirus riftense,SA1081/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1081/10,South Africa,South Africa | SA1081/10
MG659788,Rift Valley fever virus,Phlebovirus riftense,SA1081/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1081/10,South Africa,South Africa | SA1081/10
MG659960,Rift Valley fever virus,Phlebovirus riftense,SA1081/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1081/10,South Africa,South Africa | SA1081/10
MG659875,Rift Valley fever virus,Phlebovirus riftense,SA1092/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1092/10,South Africa,South Africa | SA1092/10
MG659789,Rift Valley fever virus,Phlebovirus riftense,SA1092/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1092/10,South Africa,South Africa | SA1092/10
MG659961,Rift Valley fever virus,Phlebovirus riftense,SA1092/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1092/10,South Africa,South Africa | SA1092/10
KY126673,Rift Valley fever virus,Phlebovirus riftense,SA1094/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1094/10,South Africa,South Africa | SA1094/10
KY126698,Rift Valley fever virus,Phlebovirus riftense,SA1094/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1094/10,South Africa,South Africa | SA1094/10
KY196495,Rift Valley fever virus,Phlebovirus riftense,SA1094/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1094/10,South Africa,South Africa | SA1094/10
MG659877,Rift Valley fever virus,Phlebovirus riftense,SA1095/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1095/10,South Africa,South Africa | SA1095/10
MG659791,Rift Valley fever virus,Phlebovirus riftense,SA1095/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1095/10,South Africa,South Africa | SA1095/10
MG659963,Rift Valley fever virus,Phlebovirus riftense,SA1095/10,S,1691,complete,South Africa,Homo sapiens,2010,SA1095/10,South Africa,South Africa | SA1095/10
MG659878,Rift Valley fever virus,Phlebovirus riftense,SA1098/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1098/10,South Africa,South Africa | SA1098/10
MG659792,Rift Valley fever virus,Phlebovirus riftense,SA1098/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1098/10,South Africa,South Africa | SA1098/10
MG659964,Rift Valley fever virus,Phlebovirus riftense,SA1098/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1098/10,South Africa,South Africa | SA1098/10
MG659834,Rift Valley fever virus,Phlebovirus riftense,SA110/10,L,6404,complete,South Africa,Homo sapiens,2010,SA110/10,South Africa,South Africa | SA110/10
MG659748,Rift Valley fever virus,Phlebovirus riftense,SA110/10,M,3885,complete,South Africa,Homo sapiens,2010,SA110/10,South Africa,South Africa | SA110/10
MG659920,Rift Valley fever virus,Phlebovirus riftense,SA110/10,S,1690,complete,South Africa,Homo sapiens,2010,SA110/10,South Africa,South Africa | SA110/10
MG659879,Rift Valley fever virus,Phlebovirus riftense,SA1143/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1143/10,South Africa,South Africa | SA1143/10
MG659793,Rift Valley fever virus,Phlebovirus riftense,SA1143/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1143/10,South Africa,South Africa | SA1143/10
MG659965,Rift Valley fever virus,Phlebovirus riftense,SA1143/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1143/10,South Africa,South Africa | SA1143/10
MG659876,Rift Valley fever virus,Phlebovirus riftense,SA1167/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1167/10,South Africa,South Africa | SA1167/10
MG659790,Rift Valley fever virus,Phlebovirus riftense,SA1167/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1167/10,South Africa,South Africa | SA1167/10
MG659962,Rift Valley fever virus,Phlebovirus riftense,SA1167/10,S,1691,complete,South Africa,Homo sapiens,2010,SA1167/10,South Africa,South Africa | SA1167/10
MG659880,Rift Valley fever virus,Phlebovirus riftense,SA1171/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1171/10,South Africa,South Africa | SA1171/10
MG659794,Rift Valley fever virus,Phlebovirus riftense,SA1171/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1171/10,South Africa,South Africa | SA1171/10
MG659966,Rift Valley fever virus,Phlebovirus riftense,SA1171/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1171/10,South Africa,South Africa | SA1171/10
MG659835,Rift Valley fever virus,Phlebovirus riftense,SA122/10,L,6404,complete,South Africa,Homo sapiens,2010,SA122/10,South Africa,South Africa | SA122/10
MG659749,Rift Valley fever virus,Phlebovirus riftense,SA122/10,M,3885,complete,South Africa,Homo sapiens,2010,SA122/10,South Africa,South Africa | SA122/10
MG659921,Rift Valley fever virus,Phlebovirus riftense,SA122/10,S,1690,complete,South Africa,Homo sapiens,2010,SA122/10,South Africa,South Africa | SA122/10
HM587090,Rift Valley fever virus,Phlebovirus riftense,SA1221/10,M,490,partial,South Africa,Homo sapiens,2010,SA1221/10,South Africa,South Africa | SA1221/10
KY126674,Rift Valley fever virus,Phlebovirus riftense,SA1222/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1222/10,South Africa,South Africa | SA1222/10
KY126699,Rift Valley fever virus,Phlebovirus riftense,SA1222/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1222/10,South Africa,South Africa | SA1222/10
KY196496,Rift Valley fever virus,Phlebovirus riftense,SA1222/10,S,1691,complete,South Africa,Homo sapiens,2010,SA1222/10,South Africa,South Africa | SA1222/10
MG659881,Rift Valley fever virus,Phlebovirus riftense,SA1224/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1224/10,South Africa,South Africa | SA1224/10
MG659795,Rift Valley fever virus,Phlebovirus riftense,SA1224/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1224/10,South Africa,South Africa | SA1224/10
MG659967,Rift Valley fever virus,Phlebovirus riftense,SA1224/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1224/10,South Africa,South Africa | SA1224/10
MG659837,Rift Valley fever virus,Phlebovirus riftense,SA128/10,L,6404,complete,South Africa,Homo sapiens,2010,SA128/10,South Africa,South Africa | SA128/10
MG659751,Rift Valley fever virus,Phlebovirus riftense,SA128/10,M,3885,complete,South Africa,Homo sapiens,2010,SA128/10,South Africa,South Africa | SA128/10
MG659923,Rift Valley fever virus,Phlebovirus riftense,SA128/10,S,1690,complete,South Africa,Homo sapiens,2010,SA128/10,South Africa,South Africa | SA128/10
MG659882,Rift Valley fever virus,Phlebovirus riftense,SA1282/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1282/10,South Africa,South Africa | SA1282/10
MG659796,Rift Valley fever virus,Phlebovirus riftense,SA1282/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1282/10,South Africa,South Africa | SA1282/10
MG659968,Rift Valley fever virus,Phlebovirus riftense,SA1282/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1282/10,South Africa,South Africa | SA1282/10
KY126666,Rift Valley fever virus,Phlebovirus riftense,SA129/10,L,6404,complete,South Africa,Homo sapiens,2010,SA129/10,South Africa,South Africa | SA129/10
KY126691,Rift Valley fever virus,Phlebovirus riftense,SA129/10,M,3885,complete,South Africa,Homo sapiens,2010,SA129/10,South Africa,South Africa | SA129/10
KY196488,Rift Valley fever virus,Phlebovirus riftense,SA129/10,S,1690,complete,South Africa,Homo sapiens,2010,SA129/10,South Africa,South Africa | SA129/10
MG659883,Rift Valley fever virus,Phlebovirus riftense,SA1329/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1329/10,South Africa,South Africa | SA1329/10
MG659797,Rift Valley fever virus,Phlebovirus riftense,SA1329/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1329/10,South Africa,South Africa | SA1329/10
MG659969,Rift Valley fever virus,Phlebovirus riftense,SA1329/10,S,1691,complete,South Africa,Homo sapiens,2010,SA1329/10,South Africa,South Africa | SA1329/10
MG659838,Rift Valley fever virus,Phlebovirus riftense,SA135/10,L,6404,complete,South Africa,Homo sapiens,2010,SA135/10,South Africa,South Africa | SA135/10
MG659752,Rift Valley fever virus,Phlebovirus riftense,SA135/10,M,3885,complete,South Africa,Homo sapiens,2010,SA135/10,South Africa,South Africa | SA135/10
MG659924,Rift Valley fever virus,Phlebovirus riftense,SA135/10,S,1690,complete,South Africa,Homo sapiens,2010,SA135/10,South Africa,South Africa | SA135/10
MG659884,Rift Valley fever virus,Phlebovirus riftense,SA1372/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1372/10,South Africa,South Africa | SA1372/10
MG659798,Rift Valley fever virus,Phlebovirus riftense,SA1372/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1372/10,South Africa,South Africa | SA1372/10
MG659970,Rift Valley fever virus,Phlebovirus riftense,SA1372/10,S,1692,complete,South Africa,Homo sapiens,2010,SA1372/10,South Africa,South Africa | SA1372/10
MG659885,Rift Valley fever virus,Phlebovirus riftense,SA1405/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1405/10,South Africa,South Africa | SA1405/10
MG659799,Rift Valley fever virus,Phlebovirus riftense,SA1405/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1405/10,South Africa,South Africa | SA1405/10
MG659971,Rift Valley fever virus,Phlebovirus riftense,SA1405/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1405/10,South Africa,South Africa | SA1405/10
MG659886,Rift Valley fever virus,Phlebovirus riftense,SA1457/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1457/10,South Africa,South Africa | SA1457/10
MG659800,Rift Valley fever virus,Phlebovirus riftense,SA1457/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1457/10,South Africa,South Africa | SA1457/10
MG659972,Rift Valley fever virus,Phlebovirus riftense,SA1457/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1457/10,South Africa,South Africa | SA1457/10
MG659887,Rift Valley fever virus,Phlebovirus riftense,SA1518/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1518/10,South Africa,South Africa | SA1518/10
MG659801,Rift Valley fever virus,Phlebovirus riftense,SA1518/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1518/10,South Africa,South Africa | SA1518/10
MG659973,Rift Valley fever virus,Phlebovirus riftense,SA1518/10,S,1692,complete,South Africa,Homo sapiens,2010,SA1518/10,South Africa,South Africa | SA1518/10
HM587066,Rift Valley fever virus,Phlebovirus riftense,SA152/08,M,490,partial,South Africa,Homo sapiens,2008,SA152/08,South Africa,South Africa | SA152/08
MG659888,Rift Valley fever virus,Phlebovirus riftense,SA1601/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1601/10,South Africa,South Africa | SA1601/10
MG659802,Rift Valley fever virus,Phlebovirus riftense,SA1601/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1601/10,South Africa,South Africa | SA1601/10
MG659974,Rift Valley fever virus,Phlebovirus riftense,SA1601/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1601/10,South Africa,South Africa | SA1601/10
MG659839,Rift Valley fever virus,Phlebovirus riftense,SA165/10,L,6404,complete,South Africa,Homo sapiens,2010,SA165/10,South Africa,South Africa | SA165/10
MG659753,Rift Valley fever virus,Phlebovirus riftense,SA165/10,M,3885,complete,South Africa,Homo sapiens,2010,SA165/10,South Africa,South Africa | SA165/10
MG659925,Rift Valley fever virus,Phlebovirus riftense,SA165/10,S,1690,complete,South Africa,Homo sapiens,2010,SA165/10,South Africa,South Africa | SA165/10
KY126675,Rift Valley fever virus,Phlebovirus riftense,SA1796/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1796/10,South Africa,South Africa | SA1796/10
KY126700,Rift Valley fever virus,Phlebovirus riftense,SA1796/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1796/10,South Africa,South Africa | SA1796/10
KY196497,Rift Valley fever virus,Phlebovirus riftense,SA1796/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1796/10,South Africa,South Africa | SA1796/10
MG659889,Rift Valley fever virus,Phlebovirus riftense,SA1797/10,L,6404,complete,South Africa,Homo sapiens,2010,SA1797/10,South Africa,South Africa | SA1797/10
MG659803,Rift Valley fever virus,Phlebovirus riftense,SA1797/10,M,3885,complete,South Africa,Homo sapiens,2010,SA1797/10,South Africa,South Africa | SA1797/10
MG659975,Rift Valley fever virus,Phlebovirus riftense,SA1797/10,S,1690,complete,South Africa,Homo sapiens,2010,SA1797/10,South Africa,South Africa | SA1797/10
KY126668,Rift Valley fever virus,Phlebovirus riftense,SA184/10,L,6404,complete,South Africa,Homo sapiens,2010,SA184/10,South Africa,South Africa | SA184/10
KY126693,Rift Valley fever virus,Phlebovirus riftense,SA184/10,M,3885,complete,South Africa,Homo sapiens,2010,SA184/10,South Africa,South Africa | SA184/10
KY196490,Rift Valley fever virus,Phlebovirus riftense,SA184/10,S,1691,complete,South Africa,Homo sapiens,2010,SA184/10,South Africa,South Africa | SA184/10
MG659840,Rift Valley fever virus,Phlebovirus riftense,SA206/10,L,6404,complete,South Africa,Homo sapiens,2010,SA206/10,South Africa,South Africa | SA206/10
MG659754,Rift Valley fever virus,Phlebovirus riftense,SA206/10,M,3885,complete,South Africa,Homo sapiens,2010,SA206/10,South Africa,South Africa | SA206/10
MG659926,Rift Valley fever virus,Phlebovirus riftense,SA206/10,S,1690,complete,South Africa,Homo sapiens,2010,SA206/10,South Africa,South Africa | SA206/10
MG659841,Rift Valley fever virus,Phlebovirus riftense,SA220/10,L,6404,complete,South Africa,Homo sapiens,2010,SA220/10,South Africa,South Africa | SA220/10
MG659755,Rift Valley fever virus,Phlebovirus riftense,SA220/10,M,3885,complete,South Africa,Homo sapiens,2010,SA220/10,South Africa,South Africa | SA220/10
MG659927,Rift Valley fever virus,Phlebovirus riftense,SA220/10,S,1690,complete,South Africa,Homo sapiens,2010,SA220/10,South Africa,South Africa | SA220/10
MG659842,Rift Valley fever virus,Phlebovirus riftense,SA225/10,L,6404,complete,South Africa,Homo sapiens,2010,SA225/10,South Africa,South Africa | SA225/10
MG659756,Rift Valley fever virus,Phlebovirus riftense,SA225/10,M,3885,complete,South Africa,Homo sapiens,2010,SA225/10,South Africa,South Africa | SA225/10
